ID,Name,Age,Nationality,Overall,Club,Value,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position
150415,20 M. Caligiuri,35,Germany,71,SpVgg Greuther Fürth,725K,Right,1,3,2,Low/ Medium,RCB
244621,Vinícius,27,Brazil,76,PSV,9M,Left,2,3,3,High/ Medium,SUB
231292,J. Lewis,24,Northern Ireland,72,Newcastle United,3.3M,Left,1,3,3,High/ High,RES
233848,J. Hauge,22,Norway,74,Eintracht Frankfurt,9.5M,Right,1,3,4,High/ Low,SUB
206104,S. Dursun,30,Turkey,74,Fenerbahçe SK,4.1M,Right,1,3,3,Medium/ Medium,SUB
239356,A. Matusiwa,24,Netherlands,74,Stade de Reims,5.5M,Right,1,3,2,Medium/ High,RCM
224874,A. Pellegrino,32,Norway,72,FK Bodø/Glimt,1.9M,Right,1,3,4,High/ Medium,LW
248095,R. Radunović,30,Montenegro,69,FCSB (Steaua),1.2M,Left,1,3,2,Medium/ High,LB
184431,22 S. Giovinco,34,Italy,76,U.C. Sampdoria,3.5M,Right,2,3,4,High/ Medium,SUB
251356,N. Vallys,25,Denmark,73,Silkeborg IF,4M,Right,1,4,3,High/ Medium,LM
264775,V. Rodríguez,27,Venezuela,65,Caracas Fútbol Club,750K,Left,1,3,3,High/ High,SUB
205351,A. Pritchard,29,England,70,Sunderland,1.6M,Right,1,3,3,High/ Medium,CAM
258648,Carlos Augusto,23,Brazil,73,AC Monza,6M,Left,1,2,2,Medium/ High,LM
230812,A. Pattison,24,England,64,Harrogate Town,875K,Right,1,3,2,High/ Medium,RCM
194359,22 Y. Nagatomo,34,Japan,71,FC Tokyo,700K,Right,2,4,2,High/ High,LB
239645,M. de los Santos,29,Uruguay,73,Vélez Sarsfield,2.8M,Right,1,3,2,Medium/ Medium,RCB
239495,22 R. Watanabe,24,Japan,66,FC Tokyo,975K,Right,1,4,2,High/ Medium,SUB
254817,22 M. Araújo,21,Uruguay,70,Puebla FC,3.6M,Left,1,3,2,Medium/ High,LWB
199157,22 Luna,30,Spain,68,FC Cartagena,1M,Left,1,3,3,High/ Medium,SUB
235658,V. Nelsson,23,Denmark,75,Galatasaray SK,8M,Right,1,3,2,Medium/ High,RCB
138449,"18 Kaká",35,Brazil,80,,0,Right,3,4,4,High/ Medium,nan
171018,"Mario Suárez",35,Spain,72,Rayo Vallecano,650K,Right,2,4,2,Medium/ High,SUB
253170,A. Szalai,24,Hungary,76,Fenerbahçe SK,11M,Left,1,3,2,High/ High,LCB
245977,21 K. Despodov,23,Bulgaria,73,,0,Right,1,4,3,High/ Medium,LF
228111,R. Curtis,26,Republic of Ireland,66,Portsmouth,925K,Right,1,4,4,High/ High,RM
158309,Gao Lin,36,China PR,66,Shenzhen FC,300K,Right,1,4,3,High/ High,LS
212454,C. O'Dowda,27,Republic of Ireland,70,Cardiff City,1.7M,Left,1,3,3,Medium/ High,LW
220182,J. Denayer,27,Belgium,77,,0,Right,3,3,2,Medium/ Medium,CB
221801,Liao Lisheng,29,China PR,63,Shandong Taishan,475K,Right,1,3,3,Medium/ High,SUB
169464,19 A. Traoré,28,Senegal,69,Çaykur Rizespor,825K,Left,1,2,3,Medium/ Medium,RES
235353,I. Sarr,24,Senegal,77,Watford,16.5M,Right,1,2,4,High/ Medium,RW
209885,M. Duke,31,Australia,67,,0,Right,1,3,3,High/ High,SUB
233378,J. Shipley,24,Republic of Ireland,66,Shrewsbury Town,1.3M,Left,1,2,3,Medium/ Medium,RCM
192342,E. Cardona,29,Colombia,73,Racing Club,3M,Right,2,3,3,Medium/ Low,SUB
174669,22 K. Mączyński,34,Poland,67,Śląsk Wrocław,350K,Right,1,3,3,High/ Medium,RCM
214354,D. Asprilla,30,Colombia,66,Portland Timbers,825K,Right,1,3,3,High/ Medium,SUB
240628,D. Šarić,25,Bosnia and Herzegovina,69,Ascoli,2M,Right,1,3,2,Low/ Low,RCM
257073,"Tiago Tomás",20,Portugal,75,VfB Stuttgart,11M,Right,1,3,3,High/ Medium,RS
212382,P. Onuachu,28,Nigeria,79,KRC Genk,18M,Right,1,2,3,High/ Medium,ST
256545,A. Bajic,26,Austria,69,SK Rapid Wien,1.6M,Right,1,3,2,High/ Medium,RM
230442,Jadson Bardeira,22,Brazil,78,Sport Club Corinthians Paulista,17M,Right,1,3,2,High/ High,ST
232839,M. Muheim,24,Switzerland,69,Hamburger SV,2M,Left,1,3,2,High/ Medium,LB
221587,J. Lolley,29,England,68,Nottingham Forest,1.2M,Left,1,3,3,High/ Medium,RES
270017,T. Horvat,23,Slovenia,67,SK Sturm Graz,1.5M,Left,1,3,2,Medium/ Medium,CAM
239452,I. Diallo,23,France,74,Southampton,9M,Right,1,3,3,Medium/ High,SUB
226414,M. Coco,26,France,71,FC Nantes,2.2M,Right,2,3,3,Medium/ Medium,SUB
257345,A. Dedić,19,Bosnia and Herzegovina,67,FC Red Bull Salzburg,2.1M,Right,1,3,3,High/ Medium,RES
264388,Moleiro,18,Spain,73,Unión Deportiva Las Palmas,7M,Right,1,3,3,Medium/ Medium,SUB
206317,22 N. Bitton,29,Israel,72,Celtic,2M,Right,1,3,3,Low/ Medium,SUB
212244,C. Lenz,27,Germany,74,Eintracht Frankfurt,4.1M,Left,1,3,3,Medium/ Medium,SUB
221753,M. Sobottka,28,Germany,71,Fortuna Düsseldorf,1.6M,Right,1,3,2,Medium/ High,CDM
183569,E. Choupo-Moting,33,Cameroon,75,FC Bayern München,3.6M,Right,2,4,3,High/ Medium,SUB
244110,Jesús Jiménez,28,Spain,71,Toronto FC,1.9M,Right,1,3,4,Medium/ Medium,ST
228942,D. Cools,26,Malaysia,69,FC Midtjylland,1.6M,Right,1,4,3,High/ Medium,RES
240273,E. Smith Rowe,21,England,80,Arsenal,43M,Right,1,4,4,High/ High,SUB
251421,B. Johnson,21,Wales,75,Nottingham Forest,12.5M,Right,1,4,3,High/ Low,RS
234045,H. Onyekuru,25,Nigeria,73,Adana Demirspor,4M,Right,2,4,4,Medium/ Medium,LM
243608,R. Giles,22,England,71,Middlesbrough,3.6M,Left,1,2,3,High/ Medium,LWB
253407,S. Greenwood,20,England,67,Leeds United,2.5M,Right,1,5,3,High/ Medium,RES
245278,"22 Tomás Tavares",20,Portugal,73,FC Basel 1893,6.5M,Right,1,2,4,High/ Medium,SUB
243111,D. Campos,26,Costa Rica,65,Degerfors IF,850K,Right,1,3,3,Medium/ Medium,LW
232898,22 T. Morishima,24,Japan,70,Sanfrecce Hiroshima,2.3M,Right,1,3,3,Medium/ Low,RF
234298,N. Alho,29,Finland,66,,0,Right,1,3,3,Medium/ Medium,RWB
258563,Caio Alexandre,23,Brazil,68,Vancouver Whitecaps FC,1.8M,Right,1,3,2,High/ High,RES
180175,Alexandre Pato,32,Brazil,71,Orlando City Soccer Club,1.5M,Right,3,4,4,Medium/ Low,RM
112253,18 J. Toulalan,33,France,78,FC Girondins de Bordeaux,4.2M,Right,3,3,2,Medium/ High,CDM
227513,C. Arrieta,26,Colombia,69,América de Cali,1.7M,Right,1,3,2,High/ Medium,SUB
239901,S. Kalajdžić,24,Austria,78,VfB Stuttgart,20.5M,Right,2,3,3,Medium/ Medium,LS
157503,20 A. Song,31,Cameroon,70,FC Sion,1.3M,Right,3,3,3,Medium/ Medium,SUB
253810,22 R. Guarderas,27,Peru,67,Club Universitario de Deportes,1M,Left,1,3,2,Medium/ High,SUB
198683,M. Gabbiadini,30,Italy,75,U.C. Sampdoria,5.5M,Left,2,3,3,Medium/ Low,RES
260989,21 B. Tatar,26,Bosnia and Herzegovina,69,Abha Club,1.5M,Left,1,4,2,Medium/ Medium,SUB
202220,C. Sapong,33,United States,71,Nashville SC,1.2M,Right,1,3,3,Medium/ Medium,LS
237679,R. Kolo Muani,23,France,78,Eintracht Frankfurt,22.5M,Right,1,3,4,Medium/ Medium,RF
242418,T. Lamptey,21,England,75,Brighton & Hove Albion,12M,Right,1,3,2,High/ Medium,SUB
218341,J. Elez,28,Croatia,71,Hajduk Split,1.8M,Right,1,3,2,Medium/ High,LCB
223282,19 A. Dembélé,30,France,66,AC Ajaccio,600K,Right,1,2,3,High/ High,SUB
257470,A. Elanga,20,Sweden,74,Manchester United,9.5M,Right,1,3,3,High/ High,RW
233705,J. Sørensen,24,Denmark,69,Norwich City,1.8M,Right,1,3,3,Medium/ High,RDM
201399,M. Icardi,29,Argentina,77,Paris Saint-Germain,10.5M,Right,3,4,3,Medium/ Medium,SUB
258040,G. Papanikolaou,23,Greece,67,Raków Częstochowa,2M,Right,1,3,2,Medium/ High,RCM
203965,V. Fischer,28,Denmark,72,Royal Antwerp FC,2.4M,Right,1,5,4,Medium/ Medium,SUB
242964,A. Gordon,21,England,75,Everton,12.5M,Right,1,3,3,High/ Medium,RM
192492,F. Orellana,36,Chile,73,Universidad Católica,1M,Right,2,4,4,High/ Medium,SUB
260185,22 K. Iwao,33,Japan,69,Urawa Red Diamonds,700K,Right,1,3,2,Medium/ High,LDM
258262,M. Tolić,25,Croatia,71,Dinamo Zagreb,2.2M,Right,1,4,4,Medium/ Low,SUB
255343,21 P. Hellebrand,21,Czech Republic,71,SK Slavia Praha,4.2M,Right,1,4,3,Medium/ Medium,SUB
253824,22 D. Noboa,26,Ecuador,66,Guayaquil City FC,1.1M,Right,1,3,2,Medium/ High,LDM
205086,P. Klement,29,Germany,71,VfB Stuttgart,1.8M,Left,1,2,3,Medium/ Medium,RES
6207,13 S. Carr,35,Republic of Ireland,71,Birmingham City,130K,Right,2,3,2,High/ High,SUB
251892,Beto,24,Portugal,79,Udinese Calcio,24.5M,Right,1,3,3,High/ Medium,ST
234945,M. Besuschkow,25,Germany,71,Hannover 96,2.6M,Right,1,3,3,Medium/ Medium,RCM
234229,R. McCrorie,24,Scotland,69,Aberdeen,2.6M,Right,1,4,2,High/ High,RDM
260356,22 S. Nakamura,27,Japan,66,Avispa Fukuoka,875K,Right,1,3,2,Medium/ Medium,RCM
233800,F. Bjørkan,23,Norway,72,Hertha BSC,3.3M,Left,1,2,3,High/ Medium,SUB
224258,K. Ajer,24,Norway,75,Brentford,11.5M,Right,1,3,3,High/ High,RCB
203328,S. Hoskins,29,England,65,Northampton Town,700K,Right,1,3,3,High/ High,LM
259377,Yeremy Pino,19,Spain,79,Villarreal CF,38M,Right,1,4,3,High/ Low,RM
260209,22 D. Dioses,25,Peru,66,Carlos A. Mannucci,1M,Right,1,3,3,Medium/ Medium,LCM
239048,H. Akbunar,28,Turkey,74,KVC Westerlo,4.2M,Left,1,4,3,High/ Low,SUB
208523,S. Beltrame,29,Italy,69,Clube Sport Marítimo,1.4M,Right,1,4,3,High/ Low,RDM
253903,22 J. Mancín,21,Venezuela,66,Metropolitanos de Caracas FC,1.9M,Right,1,2,4,High/ Medium,RES
232623,Y. Ideguchi,25,Japan,67,Celtic,1.3M,Right,1,3,3,Medium/ High,SUB
219914,21 G. Varela,27,Uruguay,72,F.C. København,2.5M,Right,1,3,3,High/ Medium,SUB
215353,L. Alario,29,Argentina,78,Eintracht Frankfurt,14M,Right,2,3,3,High/ Medium,ST
264210,M. Gümüşkaya,21,Turkey,67,Fenerbahçe SK,2.3M,Left,1,3,3,High/ High,SUB
243350,F. Agu,22,Germany,71,SV Werder Bremen,4M,Right,1,3,3,High/ Medium,SUB
240654,Carles Pérez,24,Spain,75,RC Celta de Vigo,7.5M,Left,1,2,4,High/ Medium,SUB
258407,B. Soppy,20,France,70,Udinese Calcio,3.3M,Right,1,3,2,Medium/ Medium,RM
246877,G. Gaetano,22,Italy,71,Napoli,4.2M,Right,1,3,3,Medium/ Medium,SUB
265997,A. Magashy,24,Nigeria,64,IFK Värnamo,850K,Right,1,3,3,High/ Medium,CAM
227939,J. Kouassi,27,Côte d'Ivoire,72,Trabzonspor,2.5M,Right,1,4,4,High/ Medium,SUB
229123,R. Broom,25,Wales,65,Peterborough United,1M,Right,1,4,3,Medium/ Medium,SUB
269919,Sérgio Conceição,25,Portugal,67,Seraing,1.2M,Right,1,3,2,High/ Medium,RCM
188599,M. Antenucci,37,Italy,73,Bari,1M,Right,1,4,4,High/ Medium,RS
253863,"22 R. Luzárraga",30,Ecuador,66,Royal Pari,725K,Left,1,3,2,Low/ High,RES
239947,22 R. Meraz,21,Mexico,68,"Mazatlán Futbol Club",2.7M,Right,1,2,2,Medium/ Medium,LDM
214862,L. Benegas,33,Chile,71,Club Atlético Independiente,1.2M,Left,1,4,3,High/ High,LS
254910,T. Sakamoto,25,Japan,70,KV Oostende,2.1M,Right,1,3,3,High/ Medium,LS
241412,22 A. Preciado,26,Ecuador,72,Santos Laguna,2.6M,Right,1,3,3,High/ Medium,RES
142720,20 C. Araujo,37,Argentina,71,"Club Atlético Huracán",275K,Right,1,3,4,Medium/ Medium,SUB
225998,A. McEneff,26,Republic of Ireland,65,Perth Glory,825K,Right,1,3,2,High/ High,RCM
255037,22 S. Abe,23,Japan,67,FC Tokyo,1.3M,Right,1,3,2,Medium/ High,LCM
212273,C. Njie,28,Cameroon,73,Demir Grup Sivasspor,3.1M,Right,1,2,3,Medium/ Low,SUB
252508,K. Kozłowski,18,Poland,68,Brighton & Hove Albion,3.1M,Right,1,4,4,High/ Medium,RES
235526,D. Geiger,24,Germany,75,TSG Hoffenheim,8.5M,Right,1,3,3,Medium/ Medium,RCM
238555,J. Savarino,25,Venezuela,73,Real Salt Lake,4M,Right,1,4,4,High/ Medium,RM
183125,T. Deeney,34,England,71,Birmingham City,900K,Right,2,3,2,High/ Medium,RS
258536,22 Cedric Teguía,19,Spain,65,RC Celta de Vigo,1.7M,Left,1,3,3,Medium/ Medium,SUB
251076,A. Șut,23,Romania,67,FCSB (Steaua),1.9M,Right,1,2,2,Medium/ High,RCM
218232,N. Vargas,28,Chile,68,Deportivo Ñublense,1M,Right,1,3,2,Medium/ Medium,RCB
260183,Jair,27,Brazil,64,Petrolul Ploiești,625K,Right,1,3,3,Medium/ Medium,LCM
253136,G. Michailidis,22,Greece,71,PAOK,3.9M,Left,1,3,2,Low/ High,RES
266687,Tiago Ribeiro,20,Portugal,65,AS Monaco,1.8M,Left,1,2,2,Medium/ Medium,RES
253811,"E. Páucar",25,Peru,67,Ayacucho,1.2M,Right,1,3,2,Medium/ High,SUB
204193,T. Trybull,29,Germany,71,SV Sandhausen,1.6M,Right,1,3,3,Medium/ High,LDM
188166,M. Phillips,31,Scotland,70,West Bromwich Albion,1.3M,Right,1,4,4,High/ Medium,LM
204121,J. Brabec,29,Czech Republic,74,,0,Right,1,3,2,Medium/ High,CB
260020,Y. Vertessen,21,Belgium,73,PSV,4.7M,Right,1,3,3,High/ Medium,SUB
202465,R. Towell,30,Republic of Ireland,64,Shamrock Rovers,550K,Right,1,4,3,High/ High,SUB
219655,F. Zampano,28,Italy,72,Venezia FC,2.1M,Right,1,3,3,High/ Medium,RB
258714,E. Valeri,23,Italy,69,US Cremonese,2.1M,Left,1,3,2,High/ Medium,LB
229469,22 J. Meneses,28,Chile,75,Club León,5.5M,Right,1,3,3,High/ Medium,LM
194365,22 S. Okazaki,35,Japan,68,FC Cartagena,525K,Right,2,4,3,Medium/ Medium,SUB
267618,"22 R. Román",25,Bolivia,65,Club Deportivo Oriente Petrolero,950K,Right,1,3,3,Medium/ Medium,RES
225539,D. Solanke,24,England,75,AFC Bournemouth,8M,Right,1,3,3,High/ Medium,ST
246159,E. Laird,20,England,70,Manchester United,3.7M,Right,1,3,3,High/ Medium,RES
253138,T. Tsingaras,21,Greece,70,PAOK,3.4M,Right,1,3,2,Low/ Medium,SUB
210644,E. Marcondes,27,Denmark,70,AFC Bournemouth,1.7M,Right,1,3,3,High/ Medium,SUB
235899,22 D. Zeefuik,23,Netherlands,73,Blackburn Rovers,4.3M,Right,1,3,2,High/ Medium,SUB
263383,S. Lončar,25,Bosnia and Herzegovina,70,"Ferencvárosi TC",2M,Left,1,3,2,Medium/ High,SUB
247888,S. Esposito,19,Italy,70,RSC Anderlecht,3.8M,Right,1,3,3,High/ Medium,RS
237109,O. Karavaev,30,Ukraine,73,Dynamo Kyiv,2.9M,Right,1,4,3,High/ Medium,RB
178365,17 H. Alla,35,Morocco,66,Stade Lavallois Mayenne FC,210K,Left,1,4,3,Medium/ High,LCM
183527,22 J. Spearing,32,England,65,Tranmere Rovers,475K,Right,1,3,3,Low/ High,SUB
223344,Wei Shihao,27,China PR,68,Guangzhou FC,1.4M,Right,1,3,3,High/ Low,LS
235164,21 L. Mora,32,Italy,67,SPAL,800K,Left,1,3,3,High/ Medium,LCM
211785,B. Garuccio,27,Australia,67,Western United FC,1.1M,Left,1,3,2,High/ Medium,LB
253908,M. Luna Diale,23,Argentina,69,Unión de Santa Fe,3.1M,Right,1,3,3,High/ Medium,LS
233550,S. Grandsir,25,France,69,LA Galaxy,1.7M,Right,1,3,3,High/ Medium,SUB
265504,22 D. Luna,30,Ecuador,70,9 de Octubre,1.5M,Left,1,4,4,High/ Medium,CAM
257484,22 T. Oosting,21,Netherlands,66,Willem II,1.9M,Left,1,3,2,Medium/ Medium,RES
248870,B. Ojeda,22,Paraguay,70,Real Salt Lake,3.4M,Right,1,3,4,Medium/ Medium,RES
178372,21 B. Ivanović,36,Serbia,74,West Bromwich Albion,750K,Right,3,3,2,High/ Medium,SUB
240097,F. Downes,23,England,70,West Ham United,2.3M,Right,1,3,2,Medium/ High,SUB
243392,R. Matondo,21,Wales,73,Rangers FC,7M,Right,1,3,3,High/ Low,SUB
226686,M. Christiansen,25,Germany,71,SpVgg Greuther Fürth,2.2M,Right,1,2,2,Medium/ Medium,CDM
231240,E. Mor,24,Turkey,73,Fenerbahçe SK,4.2M,Left,1,3,4,Medium/ Low,RES
197975,S. Morsy,30,Egypt,67,Ipswich Town,975K,Right,1,3,2,Medium/ High,LCM
226005,"22 I. Santillán",30,Peru,67,Club Universitario de Deportes,875K,Left,1,2,3,Medium/ High,SUB
204024,C. Kramer,31,Germany,77,Borussia Mönchengladbach,7.5M,Right,2,3,3,High/ High,SUB
239498,B. Henning,27,Germany,68,Eintracht Braunschweig,1.3M,Right,1,3,3,High/ High,CAM
193092,M. Rojas,30,New Zealand,71,,0,Right,1,4,4,High/ Medium,SUB
177610,21 Javi Martínez,31,Spain,78,FC Bayern München,10M,Right,3,3,2,Low/ Medium,SUB
233050,M. Smith,22,Wales,66,Milton Keynes Dons,1.9M,Right,1,2,3,Low/ Medium,SUB
246594,H. Massengo,20,France,69,Bristol City,3.2M,Right,1,3,3,Medium/ High,SUB
241269,A. Bruus,23,Denmark,68,ESTAC Troyes,1.7M,Right,1,3,2,High/ Medium,RWB
234927,R. Edwards,26,Canada,66,LA Galaxy,850K,Left,1,2,3,High/ High,LB
260265,Á. Quiroga,27,Bolivia,67,"Club Deportivo Guabirá",1.2M,Right,1,3,3,Medium/ High,LCM
184387,22 J. Bostock,29,England,65,Doncaster Rovers,600K,Left,1,4,3,Medium/ Medium,CDM
243780,Lee Kang In,21,Korea Republic,73,RCD Mallorca,7M,Left,1,3,4,Medium/ Low,SUB
258393,Y. Cimignani,20,France,70,AC Ajaccio,3.5M,Right,1,3,2,Medium/ Medium,LM
231951,R. Williams,25,England,66,Hull City,1.1M,Left,1,4,3,High/ Medium,SUB
254375,D. Rojas,22,Bolivia,64,Club Deportivo Oriente Petrolero,1.3M,Right,1,3,3,Medium/ High,RDM
122445,14 K. Quansah,30,Ghana,66,Heracles Almelo,400K,Right,1,4,2,Medium/ High,CDM
258580,K. Aktürkoğlu,23,Turkey,75,Galatasaray SK,9M,Right,1,2,4,High/ Medium,LM
232381,Wesley,25,Brazil,74,Levante Unión Deportiva,6M,Right,1,3,3,Medium/ Medium,RS
266836,22 M. Kané,24,Guinea,70,Olympiacos CFP,2.2M,Right,1,3,2,Medium/ Medium,SUB
262414,André Franco,24,Portugal,73,FC Porto,4.8M,Left,1,3,3,Medium/ Medium,SUB
261204,M. Uzuni,27,Albania,75,Granada CF,6M,Right,1,3,4,High/ Medium,LM
240342,H. Duljević,28,Bosnia and Herzegovina,69,F.C. Hansa Rostock,1.4M,Right,1,3,3,Medium/ Medium,SUB
260593,G. Abrego,22,Argentina,69,Godoy Cruz,3.1M,Right,1,3,3,High/ Medium,RCM
260407,E. Wahi,19,France,74,Montpellier Hérault SC,9M,Right,1,4,4,High/ Medium,ST
262397,L. Brouwers,24,Netherlands,69,FC Utrecht,1.9M,Right,1,3,2,Medium/ Medium,LCM
242112,22 E. Bello,25,Venezuela,73,"Mazatlán Futbol Club",3.6M,Right,1,4,3,Medium/ Medium,RM
240451,J. Beste,23,Germany,68,1. FC Heidenheim 1846,2.7M,Left,1,3,3,Medium/ High,LM
266755,V. Dubinchak,24,Ukraine,70,Dynamo Kyiv,2.2M,Left,1,3,3,Medium/ High,LB
246960,M. Ihattaren,20,Netherlands,73,Ajax,6.5M,Left,1,4,4,Medium/ Low,RES
212878,22 N. Castillo,28,Chile,72,Club Necaxa,2.4M,Right,1,3,3,High/ Low,RES
155355,Lee Chung Yong,33,Korea Republic,70,Ulsan Hyundai FC,1M,Right,2,4,4,High/ Medium,RM
239738,22 J. Angulo,23,Mexico,72,Tigres U.A.N.L.,4.4M,Left,1,3,2,Medium/ Medium,LB
262815,G. Kotsiras,29,Greece,72,Panathinaikos FC,2.1M,Right,1,4,2,High/ Medium,RB
229980,C. Montes,25,Mexico,77,,0,Right,1,3,2,Medium/ High,RCB
233411,C. Adjapong,24,Italy,72,U.S. Sassuolo Calcio,4.5M,Right,1,3,3,Medium/ Medium,RES
232090,G. Aburjania,27,Georgia,67,Gil Vicente FC,1.2M,Right,1,5,2,Medium/ Medium,LCM
226221,Aritz Elustondo,28,Spain,82,Real Sociedad,29M,Right,1,3,2,Low/ High,RCB
227274,22 D. Barbona,26,Argentina,74,Club Tijuana,4.6M,Right,1,4,4,High/ Medium,SUB
258505,M. Braunöder,20,Austria,66,FK Austria Wien,2.1M,Right,1,3,2,High/ High,RDM
214325,19 J. Gómez,30,Colombia,63,"Boyacá Chicó FC",275K,Right,1,3,2,Medium/ Medium,CDM
225668,K. Grant,24,England,73,West Bromwich Albion,4.4M,Right,1,3,3,Medium/ Medium,ST
261532,A. Teuten,23,Uruguay,69,Club Atlético Colón,1.8M,Left,1,3,3,High/ Medium,LB
238274,F. Coman,24,Romania,69,FCSB (Steaua),2M,Right,1,3,4,Medium/ Low,ST
213933,L. Wahlqvist,25,Sweden,68,IFK Norrköping,1.6M,Right,1,2,2,Medium/ Medium,CB
262500,Olasagasti,21,Spain,67,Real Sociedad,2.3M,Left,1,3,2,Medium/ Medium,RES
262479,"Rubén Sánchez",21,Spain,68,RCD Espanyol de Barcelona,2.8M,Right,1,3,2,High/ High,RES
254120,T. Doyle,20,England,66,Sheffield United,2.1M,Right,1,4,3,High/ High,SUB
258626,D. Sinani,25,Luxembourg,70,Norwich City,2.1M,Left,1,3,3,High/ Medium,SUB
247771,O. Deman,22,Belgium,68,KSV Cercle Brugge,2.7M,Left,1,3,3,Medium/ Medium,LW
231873,Joni Montiel,23,Spain,69,Levante Unión Deportiva,3.1M,Left,1,2,3,Medium/ Low,SUB
246192,I. Vukotić,23,Montenegro,66,Boavista FC,1.7M,Left,1,3,3,Medium/ Medium,SUB
268782,B. Al Rawi,24,Qatar,68,,0,Right,1,3,2,Medium/ Medium,RCB
216460,J. Giménez,27,Uruguay,83,Atlético de Madrid,38.5M,Right,2,3,2,Medium/ High,CB
234889,F. Jensen,24,Finland,70,FC Augsburg,2.4M,Right,1,3,3,High/ High,SUB
236457,D. Giannoulis,26,Greece,73,Norwich City,3.3M,Left,1,2,3,High/ Medium,LB
193584,G. Burgstaller,33,Austria,72,SK Rapid Wien,1.5M,Right,1,5,3,High/ High,ST
255058,20 R. Di Leonardo,25,Argentina,66,Tiburones Rojos de Veracruz,800K,Right,1,3,2,Medium/ Medium,SUB
200841,C. Jenkinson,30,England,67,Newcastle Jets,875K,Right,1,2,3,Medium/ Medium,RB
173212,17 P. De Ceglie,29,Italy,69,Juventus,750K,Left,2,2,2,High/ Medium,RES
246847,M. Sykes,24,Republic of Ireland,66,Bristol City,1.2M,Right,1,2,3,Medium/ Medium,RWB
236681,M. Thurnwald,23,Austria,65,SC Rheindorf Altach,1M,Right,1,3,3,High/ Medium,RB
199665,22 J. Cools,30,Belgium,69,KAS Eupen,1.2M,Right,1,3,2,Medium/ High,SUB
224395,B. Bahn,29,Germany,67,SV Waldhof Mannheim 07,1M,Right,1,3,3,High/ Medium,CAM
222204,Cao Yunding,32,China PR,70,Shanghai Shenhua FC,1.3M,Right,1,4,3,High/ Low,LM
232669,S. Singh,23,New Zealand,70,SSV Jahn Regensburg,3.5M,Left,1,3,3,High/ Medium,SUB
192227,S. Mustafi,30,Germany,73,Levante Unión Deportiva,2.5M,Right,3,2,2,Medium/ Medium,SUB
216452,Gonçalo Paciência,27,Portugal,74,RC Celta de Vigo,4.6M,Right,1,4,4,Medium/ Low,LS
262480,R. Ilie,19,Romania,69,OGC Nice,3.3M,Right,1,3,3,High/ Low,SUB
198019,P. Testroet,31,Germany,71,FC Ingolstadt 04,1.6M,Right,1,4,3,Medium/ Medium,LS
202851,G. Defrel,31,France,76,U.S. Sassuolo Calcio,6.5M,Left,2,3,3,Medium/ Low,SUB
253320,21 A. Manchot,32,Argentina,69,Sociedad Deportiva Aucas,900K,Right,1,3,2,Medium/ High,LCB
253816,C. Larotonda,23,Venezuela,68,Metropolitanos de Caracas FC,2.5M,Right,1,3,3,Medium/ Medium,CDM
258632,M. Vulić,25,Serbia,69,Perugia,1.9M,Right,1,3,3,Medium/ Medium,CDM
226579,22 A. Zendejas,23,Mexico,70,Club América,2.5M,Left,1,3,3,Medium/ Medium,RM
254874,22 K. Kitazume,29,Japan,66,Kashiwa Reysol,850K,Right,1,2,2,High/ Medium,SUB
224265,J. Williams,25,England,70,Bristol City,2M,Right,1,2,3,Medium/ High,LCM
241947,F. Amuzu,22,Belgium,71,RSC Anderlecht,3.8M,Right,1,5,4,High/ Medium,RM
210004,B. Saller,29,Germany,69,SSV Jahn Regensburg,1.2M,Right,1,3,3,High/ Medium,RB
268771,B. Khoukhi,31,Qatar,71,,0,Right,1,3,2,High/ Medium,CB
231580,A. Evans,23,England,65,Bristol Rovers,1.1M,Right,1,2,3,High/ Medium,RCM
261446,M. Aydin,20,Germany,67,FC Schalke 04,2.3M,Right,1,3,3,High/ Medium,SUB
230136,J. Thompson,25,Northern Ireland,67,Stoke City,1.5M,Left,1,2,3,Medium/ Medium,SUB
261015,22 T. Palacios,20,Argentina,67,Montevideo City Torque,2.5M,Right,1,3,4,Medium/ Medium,SUB
225077,S. Fet,25,Norway,68,FK Bodø/Glimt,1.7M,Right,1,3,2,High/ High,SUB
189157,22 Y. Bolasie,32,Congo DR,71,Çaykur Rizespor,1.5M,Right,2,3,5,High/ Low,SUB
259048,J. Fortelný,23,Czech Republic,69,AC Sparta Praha,2.2M,Right,1,4,2,High/ Medium,LDM
215716,A. Mitrović,27,Serbia,78,Fulham,16.5M,Right,1,4,3,High/ Medium,ST
231137,D. Črnigoj,26,Slovenia,70,Venezia FC,2M,Right,1,3,3,High/ Medium,SUB
205431,N. Füllkrug,29,Germany,75,SV Werder Bremen,5.5M,Right,1,4,3,High/ Medium,RS
161938,M. Boselli,37,Argentina,76,Estudiantes de La Plata,2.6M,Right,1,3,3,High/ Medium,RS
236454,S. Doumbia,25,Côte d'Ivoire,73,Angers SCO,3.9M,Left,1,2,3,High/ Medium,LB
236937,A. Melgalvis,32,Norway,65,Hamarkameratene,500K,Right,1,3,3,High/ Medium,RWB
269742,M. Timm,30,South Africa,66,Orlando Pirates,725K,Right,1,3,2,Medium/ Medium,RCM
215064,22 J. Furch,31,Argentina,75,Club Atlas,4.8M,Right,1,3,3,Medium/ Medium,RS
